iter	RMSE
661	1.054649673
662	1.054030402
663	1.053687064
664	1.052695511
665	1.052385902
666	1.05066516
667	1.049024124
668	1.048674492
669	1.048030818
670	1.047345536
671	1.04642031
672	1.045755314
673	1.044144823
674	1.043071378
675	1.042586552
676	1.041196381
677	1.040135146
678	1.038727594
679	1.037259804
680	1.036320654
681	1.035716721
682	1.034791132
683	1.033849642
684	1.033206456
685	1.031391147
686	1.030263263
687	1.028686301
688	1.027968501
689	1.026948868
690	1.025554469
691	1.025302871
692	1.024989492
693	1.024326145
694	1.023620526
695	1.023054311
696	1.022242637
697	1.021964518
698	1.02072834
699	1.018583004
700	1.018094124
701	1.017528021
702	1.01725392
703	1.016427897
704	1.016028351
705	1.014029194
706	1.013448836
707	1.012544459
708	1.012010411
709	1.011122709
710	1.010618351
711	1.010221031
712	1.009658858
713	1.008734507
714	1.008463747
715	1.008157724
716	1.006580371
717	1.006034765
718	1.005035229
719	1.003834652
720	1.003563552
721	1.002476639
722	1.001280215
723	0.9998808404
724	0.9987963278
725	0.9974649755
726	0.9964952436
727	0.9955305359
728	0.9946701358
729	0.9938131621
730	0.9930688206
731	0.991944239
732	0.9914976967
733	0.9906595828
734	0.9904414573
735	0.9890164551
736	0.9881214522
737	0.9871114802
738	0.986892008
739	0.9862889483
740	0.9854798626
741	0.9849805427
742	0.9843465313
743	0.9837701498
744	0.9830025313
745	0.981153593
746	0.9804467612
747	0.9801906732
748	0.979100776
749	0.9779607305
750	0.9774265068
751	0.9769307599
752	0.9758940513
753	0.9755048049
754	0.9739190306
755	0.9729483694
756	0.9712487127
757	0.9707122056
758	0.9694205257
759	0.9688460603
760	0.9677231233
761	0.9674787054
762	0.966539356
763	0.9654529961
764	0.9649383713
765	0.9646614701
766	0.9636334511
767	0.9621870327
768	0.9603089631
769	0.9594998172
770	0.9591420841
771	0.958837572
772	0.9582955461
773	0.9569482174
774	0.9558803658
775	0.9553937965
776	0.9546225957
777	0.9541752941
778	0.9531845893
779	0.9512612827
780	0.9507146628
781	0.9493098116
782	0.9480938785
783	0.9477589977
784	0.9474626132
785	0.9467935185
786	0.946552473
787	0.9450485035
788	0.9439293807
789	0.9433812255
790	0.9428889148
791	0.9423682446
792	0.9412212259
793	0.940689386
794	0.9399621615
795	0.9383173708
796	0.9378888426
797	0.9374156514
798	0.9367055279
799	0.9364877176
800	0.9360681945
801	0.9357060779
802	0.9346591013
803	0.9341772005
804	0.9333486087
805	0.9327236059
806	0.9320919359
807	0.9316193898
808	0.9306760536
809	0.9293150669
810	0.9288640763
811	0.927583812
812	0.927053675
813	0.9263544447
814	0.9255646971
815	0.9242377006
816	0.9227772938
817	0.9214064717
818	0.9208815949
819	0.9199417905
820	0.9193485012
821	0.9183969019
822	0.9179091912
823	0.9175309892
824	0.916699634
825	0.9161779221
826	0.9153804346
827	0.9148662663
828	0.9125921462
829	0.9121095372
830	0.9108764688
831	0.9100776658
832	0.90920658
833	0.9084352993
834	0.9079679331
835	0.9066032914
836	0.9060190179
837	0.905108404
838	0.9038514969
839	0.9034833054
840	0.9030040853
841	0.9024704751
842	0.90136344
843	0.9009297733
844	0.9005617777
845	0.8998731662
846	0.8990876747
847	0.897972821
848	0.8969619786
849	0.8965393874
850	0.8945581193
851	0.8938866464
852	0.8927894161
853	0.8920749266
854	0.891318127
855	0.8907515613
856	0.8904363326
857	0.8896552314
858	0.889322581
859	0.8874052966
860	0.8869142673
861	0.8864565672
862	0.8852212226
863	0.8849285098
864	0.8844029132
865	0.8829461511
866	0.8822823206
867	0.881752636
868	0.8811114063
869	0.8804931904
870	0.8798226509
871	0.879356422
872	0.8786725774
873	0.8777981489
874	0.8772268703
875	0.8758860037
876	0.8751030274
877	0.8741281031
878	0.8726249424
879	0.8715893593
880	0.8709045867
881	0.8703770208
882	0.86971091
883	0.869056409
884	0.8680682096
885	0.8674933331
886	0.8667939803
887	0.8661425301
888	0.8647491245
889	0.864529154
890	0.8641011859
891	0.8634457481
892	0.863017473
893	0.8622497654
894	0.8614175777
895	0.8607113339
896	0.8594940446
897	0.8591031345
898	0.8587240864
899	0.8579986016
900	0.8571368787
901	0.8564062612
902	0.8549843221
903	0.854041175
904	0.8534787838
905	0.8527534878
906	0.8516550834
907	0.8509808003
908	0.8506475477
909	0.8500309551
910	0.8493250111
911	0.8490862537
912	0.8488638456
913	0.846838752
914	0.8459380682
915	0.8448991492
916	0.8444683576
917	0.8439827305
918	0.8432625242
919	0.8420298324
920	0.8412693042
921	0.840677196
922	0.8402158743
923	0.8397702985
924	0.8390535894
925	0.8382911434
926	0.8376455734
927	0.8366598396
928	0.836182319
929	0.8354404218
930	0.8348377413
931	0.8338488019
932	0.8333103532
933	0.8329945947
934	0.8315848903
935	0.8307235131
936	0.8304157026
937	0.8297298012
938	0.8293500587
939	0.8289907096
940	0.828597768
941	0.8281429158
942	0.8273901637
943	0.8270127009
944	0.8262522282
945	0.8253317224
946	0.8243669836
947	0.8234288858
948	0.8223178334
949	0.8211986082
950	0.8208233343
951	0.8200438073
952	0.8196764742
953	0.8188491021
954	0.8177793664
955	0.8170515144
956	0.8168203189
957	0.815637566
958	0.8145615954
959	0.8129107199
960	0.811786821
961	0.8112856336
962	0.8107021787
963	0.8101328395
964	0.8097822627
965	0.8088827982
966	0.8084197654
967	0.8071796026
968	0.8065055318
969	0.8055269283
970	0.8049480159
971	0.8045370193
972	0.8039093926
973	0.8032699407
974	0.8023488054
975	0.8020914591
976	0.8008810921
977	0.7999896256
978	0.7992744629
979	0.7988800575
980	0.7984486565
981	0.7974453845
982	0.7963067625
983	0.7957830688
984	0.7954524899
985	0.794890549
986	0.7946338428
987	0.7943281971
988	0.7939409902
989	0.7936777574
990	0.7933650347
991	0.7927124054
992	0.7923490704
993	0.7916661358
994	0.7912671933
995	0.7909682194
996	0.7904054802
997	0.7899377079
998	0.7895144347
999	0.789106574
